date,min_distance,closest_date,comparison,generator,synth_type
2008-06-20,118.09232033958898,2004-06-04,Train vs Synth,No Weather,Independent
2008-06-21,122.37210181400975,2012-06-07,Train vs Synth,No Weather,Independent
2009-06-01,103.9526296673958,2000-06-20,Train vs Synth,No Weather,Independent
2009-06-02,116.4143498344868,2018-06-06,Train vs Synth,No Weather,Independent
2009-06-03,178.63329298978755,2004-06-21,Train vs Synth,No Weather,Independent
2009-06-04,125.25064426508912,2004-06-04,Train vs Synth,No Weather,Independent
2009-06-05,110.21670770410593,2001-06-04,Train vs Synth,No Weather,Independent
2009-06-06,148.64200824467466,2010-06-12,Train vs Synth,No Weather,Independent
2009-06-07,145.56215041746856,2010-06-20,Train vs Synth,No Weather,Independent
2009-06-08,150.63462925468576,2012-06-19,Train vs Synth,No Weather,Independent
2009-06-09,150.1933256504667,2018-06-13,Train vs Synth,No Weather,Independent
2009-06-10,163.93001294428012,2012-06-07,Train vs Synth,No Weather,Independent
2009-06-11,121.3514977702548,2020-06-06,Train vs Synth,No Weather,Independent
2009-06-12,155.93387607050323,2013-06-07,Train vs Synth,No Weather,Independent
2009-06-13,119.35741904560784,2004-06-04,Train vs Synth,No Weather,Independent
2009-06-14,133.99551752510615,2006-06-17,Train vs Synth,No Weather,Independent
2009-06-15,135.96944880880264,2014-06-06,Train vs Synth,No Weather,Independent
2009-06-16,141.20805068177208,2019-06-10,Train vs Synth,No Weather,Independent
2009-06-17,120.68847740401269,2011-06-03,Train vs Synth,No Weather,Independent
2009-06-18,115.76348569950589,2016-06-15,Train vs Synth,No Weather,Independent
2009-06-19,157.4849682901057,2006-06-16,Train vs Synth,No Weather,Independent
2009-06-20,152.39014931055686,2002-06-06,Train vs Synth,No Weather,Independent
2009-06-21,117.18602895645877,2003-06-12,Train vs Synth,No Weather,Independent
2010-06-01,101.29509949411907,2003-06-12,Train vs Synth,No Weather,Independent
2010-06-02,102.19966520266094,2006-06-16,Train vs Synth,No Weather,Independent
2010-06-03,137.5137800213888,2017-06-17,Train vs Synth,No Weather,Independent
2010-06-04,94.92696700012853,2009-06-10,Train vs Synth,No Weather,Independent
2010-06-05,101.87601814285564,2017-06-06,Train vs Synth,No Weather,Independent
2010-06-06,149.7929676306062,2012-06-16,Train vs Synth,No Weather,Independent
2010-06-07,148.89793366536637,2007-06-03,Train vs Synth,No Weather,Independent
2010-06-08,98.82335580518608,2010-06-12,Train vs Synth,No Weather,Independent
2010-06-09,179.87926332138653,2005-06-07,Train vs Synth,No Weather,Independent
2010-06-10,93.28880280959753,2019-06-09,Train vs Synth,No Weather,Independent
2010-06-11,109.50928812196553,2017-06-01,Train vs Synth,No Weather,Independent
2010-06-12,108.1810730296266,2019-06-07,Train vs Synth,No Weather,Independent
2010-06-13,145.3481748817315,2013-06-15,Train vs Synth,No Weather,Independent
2010-06-14,149.8517416922216,2000-06-13,Train vs Synth,No Weather,Independent
2010-06-15,153.23951336953314,1998-06-20,Train vs Synth,No Weather,Independent
2010-06-16,107.05695607827238,2009-06-10,Train vs Synth,No Weather,Independent
2010-06-17,94.44545547818754,2014-06-21,Train vs Synth,No Weather,Independent
2010-06-18,91.4892297785487,2014-06-21,Train vs Synth,No Weather,Independent
2010-06-19,102.81262276998778,2004-06-01,Train vs Synth,No Weather,Independent
2010-06-20,90.31913934998701,2019-06-07,Train vs Synth,No Weather,Independent
2010-06-21,86.93540018090145,2017-06-06,Train vs Synth,No Weather,Independent
2011-06-01,113.66594538639438,2018-06-13,Train vs Synth,No Weather,Independent
2011-06-02,101.01517372429674,2010-06-12,Train vs Synth,No Weather,Independent
2011-06-03,118.40326863022942,2014-06-21,Train vs Synth,No Weather,Independent
2011-06-04,118.10727856778871,2004-06-07,Train vs Synth,No Weather,Independent
2011-06-05,97.80847306680204,2003-06-12,Train vs Synth,No Weather,Independent
2011-06-06,110.41661421226567,2004-06-07,Train vs Synth,No Weather,Independent
2011-06-07,101.42823083857955,2017-06-01,Train vs Synth,No Weather,Independent
2011-06-08,117.93616498684531,2017-06-01,Train vs Synth,No Weather,Independent
2011-06-09,143.95278218602343,2014-06-21,Train vs Synth,No Weather,Independent
2011-06-10,189.2766989219772,2016-06-05,Train vs Synth,No Weather,Independent
2011-06-11,158.50003284070468,2000-06-02,Train vs Synth,No Weather,Independent
2011-06-12,214.84677715506,2006-06-17,Train vs Synth,No Weather,Independent
2011-06-13,128.70887281458545,2010-06-12,Train vs Synth,No Weather,Independent
2011-06-14,205.9213497609492,2006-06-16,Train vs Synth,No Weather,Independent
2011-06-15,149.9864854689555,2001-06-02,Train vs Synth,No Weather,Independent
2011-06-18,134.77631063834974,2004-06-03,Train vs Synth,No Weather,Independent
2011-06-19,159.42459357322144,1999-06-04,Train vs Synth,No Weather,Independent
2011-06-20,234.33072555916183,2015-06-03,Train vs Synth,No Weather,Independent
2011-06-21,237.27643788562077,2004-06-02,Train vs Synth,No Weather,Independent
2012-06-01,122.61046429385027,2013-06-12,Train vs Synth,No Weather,Independent
2012-06-02,104.37269517224505,1998-06-20,Train vs Synth,No Weather,Independent
2012-06-03,136.41256078710668,2006-06-02,Train vs Synth,No Weather,Independent
2012-06-04,144.26685190577228,2019-06-08,Train vs Synth,No Weather,Independent
2012-06-05,130.6825508227873,2001-06-02,Train vs Synth,No Weather,Independent
2012-06-06,119.5634540477934,2011-06-12,Train vs Synth,No Weather,Independent
2012-06-07,111.36930816069682,2004-06-16,Train vs Synth,No Weather,Independent
2012-06-08,118.88557605165906,2003-06-15,Train vs Synth,No Weather,Independent
2012-06-09,96.29850940234739,2017-06-06,Train vs Synth,No Weather,Independent
2012-06-10,119.79071157996908,2016-06-01,Train vs Synth,No Weather,Independent
2012-06-11,141.29993510769847,2011-06-21,Train vs Synth,No Weather,Independent
2012-06-12,152.63180658996654,2013-06-12,Train vs Synth,No Weather,Independent
2012-06-13,116.3508403227242,2019-06-09,Train vs Synth,No Weather,Independent
2012-06-14,114.02963253856446,2004-06-01,Train vs Synth,No Weather,Independent
2012-06-15,207.5479263111772,2008-06-10,Train vs Synth,No Weather,Independent
2012-06-16,145.4158999487059,2011-06-14,Train vs Synth,No Weather,Independent
2012-06-17,115.90516816786335,2017-06-06,Train vs Synth,No Weather,Independent
2012-06-18,113.57408279767161,2017-06-01,Train vs Synth,No Weather,Independent
2012-06-19,126.59537979632545,2017-06-01,Train vs Synth,No Weather,Independent
2012-06-20,137.02437269532203,2017-06-01,Train vs Synth,No Weather,Independent
2012-06-21,128.51615574692923,2012-06-19,Train vs Synth,No Weather,Independent
2013-06-01,144.23753703013804,2004-06-21,Train vs Synth,No Weather,Independent
2013-06-02,122.52966652727862,2007-06-18,Train vs Synth,No Weather,Independent
2013-06-03,92.98859227069426,2006-06-15,Train vs Synth,No Weather,Independent
2013-06-04,158.90874515257136,2004-06-18,Train vs Synth,No Weather,Independent
2013-06-05,193.93023154545568,2013-06-07,Train vs Synth,No Weather,Independent
2013-06-06,103.37277051994795,2004-06-21,Train vs Synth,No Weather,Independent
2013-06-07,128.9085857142398,2012-06-14,Train vs Synth,No Weather,Independent
2013-06-08,91.32550328695366,2017-06-06,Train vs Synth,No Weather,Independent
2013-06-09,155.7252697932654,2006-06-13,Train vs Synth,No Weather,Independent
2013-06-10,121.85248981907972,2003-06-12,Train vs Synth,No Weather,Independent
2013-06-11,116.70646017464598,2011-06-03,Train vs Synth,No Weather,Independent
2013-06-12,167.96463126488524,2000-06-01,Train vs Synth,No Weather,Independent
2013-06-13,150.36232693514913,2010-06-21,Train vs Synth,No Weather,Independent
2013-06-14,102.68160328716367,2018-06-13,Train vs Synth,No Weather,Independent
2013-06-15,127.84185809959314,2013-06-15,Train vs Synth,No Weather,Independent
2013-06-16,123.83067818973946,2010-06-11,Train vs Synth,No Weather,Independent
2013-06-17,147.87190998178858,2020-06-06,Train vs Synth,No Weather,Independent
2013-06-18,117.26559225347714,2003-06-03,Train vs Synth,No Weather,Independent
2013-06-19,93.0705885777893,2019-06-09,Train vs Synth,No Weather,Independent
2013-06-20,109.29571670358317,2017-06-01,Train vs Synth,No Weather,Independent
2013-06-21,87.9503907002171,2017-06-01,Train vs Synth,No Weather,Independent
2014-06-01,102.16272182736763,2019-06-07,Train vs Synth,No Weather,Independent
2014-06-02,165.89405179770867,2004-06-18,Train vs Synth,No Weather,Independent
2014-06-03,119.01862055855112,2016-06-11,Train vs Synth,No Weather,Independent
2014-06-04,130.9647240097853,2009-06-08,Train vs Synth,No Weather,Independent
2014-06-05,133.99559461663722,2009-06-21,Train vs Synth,No Weather,Independent
2014-06-06,172.1696823028069,2016-06-06,Train vs Synth,No Weather,Independent
2014-06-07,193.63626144917953,1999-06-01,Train vs Synth,No Weather,Independent
2014-06-08,132.36449898739565,2000-06-02,Train vs Synth,No Weather,Independent
2014-06-09,163.86100044900255,2003-06-04,Train vs Synth,No Weather,Independent
2014-06-10,162.20744617493406,2007-06-18,Train vs Synth,No Weather,Independent
2014-06-11,107.81074745600846,2001-06-04,Train vs Synth,No Weather,Independent
2014-06-12,177.0899276490696,2008-06-02,Train vs Synth,No Weather,Independent
2014-06-13,108.52097225298606,2013-06-12,Train vs Synth,No Weather,Independent
2014-06-14,124.4196336551727,1998-06-14,Train vs Synth,No Weather,Independent
2014-06-15,201.47685531637808,2009-06-01,Train vs Synth,No Weather,Independent
2014-06-16,125.2639011044996,1998-06-14,Train vs Synth,No Weather,Independent
2014-06-17,157.62087847865405,2017-06-01,Train vs Synth,No Weather,Independent
2014-06-18,104.4278867089006,2017-06-01,Train vs Synth,No Weather,Independent
2014-06-19,122.58531784954755,2003-06-12,Train vs Synth,No Weather,Independent
2014-06-20,114.17124041727706,2003-06-15,Train vs Synth,No Weather,Independent
2014-06-21,107.53327649179786,1999-06-03,Train vs Synth,No Weather,Independent
2015-06-01,98.0599580782416,2016-06-09,Train vs Synth,No Weather,Independent
2015-06-02,108.18705928513981,2019-06-09,Train vs Synth,No Weather,Independent
2015-06-03,95.40376534402324,2019-06-07,Train vs Synth,No Weather,Independent
2015-06-04,90.48915331367333,2019-06-07,Train vs Synth,No Weather,Independent
2015-06-05,119.65135054915899,2019-06-10,Train vs Synth,No Weather,Independent
2015-06-06,94.42956730568277,2019-06-18,Train vs Synth,No Weather,Independent
2015-06-07,122.31998025533599,2003-06-12,Train vs Synth,No Weather,Independent
2015-06-08,165.05373217469747,2010-06-15,Train vs Synth,No Weather,Independent
2015-06-09,105.7549714357167,2019-06-18,Train vs Synth,No Weather,Independent
2015-06-10,96.61773973839566,2004-06-07,Train vs Synth,No Weather,Independent
2015-06-11,105.4595836747281,2004-06-07,Train vs Synth,No Weather,Independent
2015-06-12,172.50420058754054,2020-06-06,Train vs Synth,No Weather,Independent
2015-06-13,125.21646262878542,2020-06-16,Train vs Synth,No Weather,Independent
2015-06-14,98.22811691286945,2017-06-06,Train vs Synth,No Weather,Independent
2015-06-15,134.46003531565432,1998-06-20,Train vs Synth,No Weather,Independent
2015-06-16,131.31373176571026,2017-06-17,Train vs Synth,No Weather,Independent
2015-06-17,104.50995744942672,2004-06-16,Train vs Synth,No Weather,Independent
2015-06-18,128.28099069849395,2004-06-21,Train vs Synth,No Weather,Independent
2015-06-19,120.2700811983489,2015-06-10,Train vs Synth,No Weather,Independent
2015-06-20,93.70065488263717,2017-06-06,Train vs Synth,No Weather,Independent
2015-06-21,104.60880841723338,2004-06-07,Train vs Synth,No Weather,Independent
2016-06-01,135.71624546569097,2004-06-04,Train vs Synth,No Weather,Independent
2016-06-02,129.15291143126208,2000-06-02,Train vs Synth,No Weather,Independent
2016-06-03,113.82124717431485,2003-06-03,Train vs Synth,No Weather,Independent
2016-06-04,147.87966450752126,2011-06-21,Train vs Synth,No Weather,Independent
2016-06-05,123.84981722428147,2007-06-18,Train vs Synth,No Weather,Independent
2016-06-06,123.50865701631278,2012-06-07,Train vs Synth,No Weather,Independent
2016-06-07,115.92155710449336,2016-06-09,Train vs Synth,No Weather,Independent
2016-06-08,92.45893107135434,2017-06-06,Train vs Synth,No Weather,Independent
2016-06-09,91.39555331072434,2017-06-06,Train vs Synth,No Weather,Independent
2016-06-10,95.34670433734085,2017-06-06,Train vs Synth,No Weather,Independent
2016-06-11,98.87495860452584,1999-06-03,Train vs Synth,No Weather,Independent
2016-06-12,118.19939749890736,2009-06-10,Train vs Synth,No Weather,Independent
2016-06-13,114.20516511764255,2006-06-02,Train vs Synth,No Weather,Independent
2016-06-14,152.3510899573013,2019-06-01,Train vs Synth,No Weather,Independent
2016-06-15,118.11839416700066,2013-06-17,Train vs Synth,No Weather,Independent
2016-06-16,128.257105565172,2018-06-06,Train vs Synth,No Weather,Independent
2016-06-17,101.4789165411746,2004-06-17,Train vs Synth,No Weather,Independent
2016-06-18,173.90501974865066,2004-06-06,Train vs Synth,No Weather,Independent
2016-06-19,110.48463620550872,2006-06-15,Train vs Synth,No Weather,Independent
2016-06-20,78.01850840661737,2013-06-15,Train vs Synth,No Weather,Independent
2016-06-21,115.799734074195,2007-06-13,Train vs Synth,No Weather,Independent
2017-06-01,132.94422182620374,2004-06-17,Train vs Synth,No Weather,Independent
2017-06-02,106.72753356461553,2013-06-03,Train vs Synth,No Weather,Independent
2017-06-03,163.6610556606049,2020-06-06,Train vs Synth,No Weather,Independent
2017-06-04,99.77844363839051,2004-06-04,Train vs Synth,No Weather,Independent
2017-06-05,94.17738218357933,2004-06-04,Train vs Synth,No Weather,Independent
2017-06-06,118.15302802595498,2004-06-04,Train vs Synth,No Weather,Independent
2017-06-07,131.91651734842696,2004-06-04,Train vs Synth,No Weather,Independent
2017-06-08,108.89275494251847,2017-06-04,Train vs Synth,No Weather,Independent
2017-06-09,104.51370326538384,2009-06-05,Train vs Synth,No Weather,Independent
2017-06-10,89.06744080004023,2017-06-01,Train vs Synth,No Weather,Independent
2017-06-11,112.67255249824471,2017-06-01,Train vs Synth,No Weather,Independent
2017-06-12,96.80534950901823,2017-06-01,Train vs Synth,No Weather,Independent
2017-06-13,93.47968547334342,2017-06-01,Train vs Synth,No Weather,Independent
2017-06-14,137.2286477603032,2016-06-05,Train vs Synth,No Weather,Independent
2017-06-15,120.95840412241198,2020-06-07,Train vs Synth,No Weather,Independent
2017-06-16,160.37843287453865,2014-06-06,Train vs Synth,No Weather,Independent
2017-06-17,105.54181679501916,2016-06-08,Train vs Synth,No Weather,Independent
2017-06-18,157.81424611235906,2008-06-02,Train vs Synth,No Weather,Independent
2017-06-19,115.83657054035604,2016-06-09,Train vs Synth,No Weather,Independent
2017-06-20,89.19838159380386,2017-06-21,Train vs Synth,No Weather,Independent
2017-06-21,87.41421659506197,2017-06-06,Train vs Synth,No Weather,Independent
2018-06-01,95.06686464118191,2019-06-09,Train vs Synth,No Weather,Independent
2018-06-02,145.19187915134398,2011-06-21,Train vs Synth,No Weather,Independent
2018-06-03,134.67654360808845,2004-06-04,Train vs Synth,No Weather,Independent
2018-06-04,118.20556819432709,2002-06-21,Train vs Synth,No Weather,Independent
2018-06-05,95.60578909578274,2005-06-07,Train vs Synth,No Weather,Independent
2018-06-06,107.03429558956876,2004-06-17,Train vs Synth,No Weather,Independent
2018-06-07,170.76700062512518,1999-06-02,Train vs Synth,No Weather,Independent
2018-06-08,94.58441449087171,2011-06-14,Train vs Synth,No Weather,Independent
2018-06-09,85.9963369015156,2017-06-06,Train vs Synth,No Weather,Independent
2018-06-10,87.69330055402662,2004-06-07,Train vs Synth,No Weather,Independent
2018-06-11,96.99556444647602,2010-06-04,Train vs Synth,No Weather,Independent
2018-06-12,160.71848974723423,2000-06-20,Train vs Synth,No Weather,Independent
2018-06-13,134.03664689597716,2017-06-04,Train vs Synth,No Weather,Independent
2018-06-14,98.05150451841625,2014-06-21,Train vs Synth,No Weather,Independent
2018-06-15,92.46157978424989,2010-06-04,Train vs Synth,No Weather,Independent
2018-06-16,101.18091015593151,2017-06-01,Train vs Synth,No Weather,Independent
2018-06-17,88.79664271391528,2017-06-01,Train vs Synth,No Weather,Independent
2018-06-18,95.05621307773822,2004-06-01,Train vs Synth,No Weather,Independent
2018-06-19,96.72793296732286,2016-06-08,Train vs Synth,No Weather,Independent
2018-06-20,139.42032540949987,2006-06-13,Train vs Synth,No Weather,Independent
2019-06-01,95.5459736201339,1998-06-21,Train vs Synth,No Weather,Independent
2019-06-02,131.26470499044268,2020-06-06,Train vs Synth,No Weather,Independent
2019-06-03,106.61064665653433,2013-06-03,Train vs Synth,No Weather,Independent
2019-06-04,155.38564781138552,2008-06-14,Train vs Synth,No Weather,Independent
2019-06-05,123.76493881001056,2020-06-14,Train vs Synth,No Weather,Independent
2019-06-06,139.5083252664052,2008-06-02,Train vs Synth,No Weather,Independent
2019-06-07,122.48554949909142,2009-06-12,Train vs Synth,No Weather,Independent
2019-06-08,107.11357043822547,2020-06-16,Train vs Synth,No Weather,Independent
2019-06-09,172.2783363116101,2003-06-13,Train vs Synth,No Weather,Independent
2019-06-10,160.41760609527887,2009-06-12,Train vs Synth,No Weather,Independent
2019-06-11,105.76948429646713,2001-06-04,Train vs Synth,No Weather,Independent
2019-06-12,161.74518546318166,2003-06-13,Train vs Synth,No Weather,Independent
2019-06-13,119.64033926247862,2004-06-09,Train vs Synth,No Weather,Independent
2019-06-14,125.59711084619266,2016-06-01,Train vs Synth,No Weather,Independent
2019-06-15,173.70193549321982,2002-06-01,Train vs Synth,No Weather,Independent
2019-06-16,150.9575731812192,2001-06-02,Train vs Synth,No Weather,Independent
2019-06-17,111.38303696725674,2004-06-04,Train vs Synth,No Weather,Independent
2019-06-18,105.5235579695675,2003-06-15,Train vs Synth,No Weather,Independent
2019-06-19,163.88468243728505,2015-06-08,Train vs Synth,No Weather,Independent
2019-06-20,121.41882960419873,2004-06-16,Train vs Synth,No Weather,Independent
2019-06-21,118.85825780672172,2010-06-12,Train vs Synth,No Weather,Independent
2020-06-01,92.48075297092065,2017-06-06,Train vs Synth,No Weather,Independent
2020-06-02,89.52153173057653,2004-06-07,Train vs Synth,No Weather,Independent
2020-06-03,98.04965144603351,2004-06-07,Train vs Synth,No Weather,Independent
2020-06-04,120.16471744020288,2009-06-15,Train vs Synth,No Weather,Independent
2020-06-05,139.24164071583283,2004-06-18,Train vs Synth,No Weather,Independent
2020-06-06,95.88794535574603,2009-06-05,Train vs Synth,No Weather,Independent
2020-06-07,84.48987016720137,2004-06-01,Train vs Synth,No Weather,Independent
2020-06-08,105.66908880975203,2009-06-10,Train vs Synth,No Weather,Independent
2020-06-09,214.46417685652858,2017-06-08,Train vs Synth,No Weather,Independent
2020-06-10,371.82046382408066,2007-06-18,Train vs Synth,No Weather,Independent
2020-06-11,124.69222269014503,2002-06-19,Train vs Synth,No Weather,Independent
2020-06-12,109.14406852376175,2009-06-08,Train vs Synth,No Weather,Independent
2020-06-13,96.87537801297749,2017-06-06,Train vs Synth,No Weather,Independent
2020-06-14,93.24583545531236,2004-06-07,Train vs Synth,No Weather,Independent
2020-06-15,95.01691362871686,2016-06-08,Train vs Synth,No Weather,Independent
2020-06-16,85.20400833783299,2019-06-07,Train vs Synth,No Weather,Independent
2020-06-17,104.23465719215332,2017-06-01,Train vs Synth,No Weather,Independent
2020-06-18,103.15995354965163,2017-06-01,Train vs Synth,No Weather,Independent
2020-06-19,203.20604690866878,2013-06-14,Train vs Synth,No Weather,Independent
2020-06-20,116.51027098613187,2012-06-07,Train vs Synth,No Weather,Independent
2020-06-21,142.303750150632,2001-06-04,Train vs Synth,No Weather,Independent
1998-06-01,164.61441426864076,2000-06-10,Train vs Synth,No Weather,Consecutive
1998-06-02,122.63454859887094,2017-06-19,Train vs Synth,No Weather,Consecutive
1998-06-03,165.6713964614763,2012-06-05,Train vs Synth,No Weather,Consecutive
1998-06-04,167.48394231323968,2012-06-05,Train vs Synth,No Weather,Consecutive
1998-06-05,185.93568068817197,2008-06-08,Train vs Synth,No Weather,Consecutive
1998-06-06,140.73158782404647,2012-06-06,Train vs Synth,No Weather,Consecutive
1998-06-07,98.75370185263736,2003-06-15,Train vs Synth,No Weather,Consecutive
1998-06-08,159.39318367469252,2010-06-14,Train vs Synth,No Weather,Consecutive
1998-06-09,149.15277743805967,2006-06-20,Train vs Synth,No Weather,Consecutive
1998-06-10,141.5411779366287,2011-06-12,Train vs Synth,No Weather,Consecutive
1998-06-11,170.82211794728934,2019-06-06,Train vs Synth,No Weather,Consecutive
1998-06-12,159.588217636633,1998-06-19,Train vs Synth,No Weather,Consecutive
1998-06-13,142.2861823453983,2006-06-04,Train vs Synth,No Weather,Consecutive
1998-06-14,238.51584108903575,1998-06-19,Train vs Synth,No Weather,Consecutive
1998-06-15,181.75240373881002,2000-06-18,Train vs Synth,No Weather,Consecutive
1998-06-16,165.09823923209998,2001-06-05,Train vs Synth,No Weather,Consecutive
1998-06-17,144.39644872598498,2010-06-14,Train vs Synth,No Weather,Consecutive
1998-06-18,186.5470492534425,2002-06-02,Train vs Synth,No Weather,Consecutive
1998-06-19,148.09274346690347,2000-06-10,Train vs Synth,No Weather,Consecutive
1998-06-20,127.14774543300734,2019-06-20,Train vs Synth,No Weather,Consecutive
1998-06-21,213.9742133235444,2020-06-16,Train vs Synth,No Weather,Consecutive
1999-06-01,206.75105798757812,2004-06-01,Train vs Synth,No Weather,Consecutive
1999-06-02,127.0358228874783,2000-06-10,Train vs Synth,No Weather,Consecutive
1999-06-03,142.83403650280727,2011-06-04,Train vs Synth,No Weather,Consecutive
1999-06-04,88.51694630240335,2014-06-16,Train vs Synth,No Weather,Consecutive
1999-06-05,100.08112729002079,2012-06-11,Train vs Synth,No Weather,Consecutive
1999-06-06,117.60521244205522,2011-06-15,Train vs Synth,No Weather,Consecutive
1999-06-07,127.80069451904366,2011-06-06,Train vs Synth,No Weather,Consecutive
1999-06-08,85.94616821917896,2018-06-18,Train vs Synth,No Weather,Consecutive
1999-06-09,144.35667502045715,2015-06-03,Train vs Synth,No Weather,Consecutive
1999-06-10,207.46536953898564,2004-06-13,Train vs Synth,No Weather,Consecutive
1999-06-11,122.96776569138805,2016-06-01,Train vs Synth,No Weather,Consecutive
1999-06-12,162.00001137741077,2015-06-08,Train vs Synth,No Weather,Consecutive
1999-06-13,135.96616307797552,2012-06-05,Train vs Synth,No Weather,Consecutive
1999-06-14,173.54152110430917,2016-06-19,Train vs Synth,No Weather,Consecutive
1999-06-15,100.47669370657957,2000-06-10,Train vs Synth,No Weather,Consecutive
1999-06-16,170.90564922684334,2012-06-05,Train vs Synth,No Weather,Consecutive
1999-06-17,144.23016062984664,2006-06-01,Train vs Synth,No Weather,Consecutive
1999-06-18,106.76525797135295,2015-06-09,Train vs Synth,No Weather,Consecutive
1999-06-19,134.44953903507073,2008-06-21,Train vs Synth,No Weather,Consecutive
1999-06-20,108.76062503091433,2020-06-13,Train vs Synth,No Weather,Consecutive
1999-06-21,95.84787465350983,2011-06-06,Train vs Synth,No Weather,Consecutive
2000-06-01,100.44581466519823,2016-06-13,Train vs Synth,No Weather,Consecutive
2000-06-02,163.6141954269859,2016-06-19,Train vs Synth,No Weather,Consecutive
2000-06-03,112.16974005858009,2006-06-14,Train vs Synth,No Weather,Consecutive
2000-06-04,129.90405251746606,2016-06-14,Train vs Synth,No Weather,Consecutive
2000-06-05,150.4398462171946,2012-06-05,Train vs Synth,No Weather,Consecutive
2000-06-06,103.81712069043674,2010-06-05,Train vs Synth,No Weather,Consecutive
2000-06-07,83.64433513733705,2018-06-18,Train vs Synth,No Weather,Consecutive
2000-06-08,79.45566062553019,1998-06-14,Train vs Synth,No Weather,Consecutive
2000-06-09,98.63268559494347,2014-06-16,Train vs Synth,No Weather,Consecutive
2000-06-10,109.49752778372195,2013-06-20,Train vs Synth,No Weather,Consecutive
2000-06-11,122.39230829908905,2011-06-21,Train vs Synth,No Weather,Consecutive
2000-06-12,130.46396793614736,2009-06-02,Train vs Synth,No Weather,Consecutive
2000-06-13,117.76970063943712,2003-06-02,Train vs Synth,No Weather,Consecutive
2000-06-14,209.0505984473855,1999-06-16,Train vs Synth,No Weather,Consecutive
2000-06-15,125.16903122809438,2002-06-15,Train vs Synth,No Weather,Consecutive
2000-06-16,213.1163720007353,2015-06-01,Train vs Synth,No Weather,Consecutive
2000-06-17,160.72216722697397,2016-06-19,Train vs Synth,No Weather,Consecutive
2000-06-18,133.44809957944238,2006-06-20,Train vs Synth,No Weather,Consecutive
2000-06-19,98.7733805446757,2005-06-01,Train vs Synth,No Weather,Consecutive
2000-06-20,123.19460408685163,2005-06-05,Train vs Synth,No Weather,Consecutive
2000-06-21,236.74084809892395,2020-06-13,Train vs Synth,No Weather,Consecutive
2001-06-01,124.826079470472,2012-06-01,Train vs Synth,No Weather,Consecutive
2001-06-02,177.6509071776875,2015-06-01,Train vs Synth,No Weather,Consecutive
2001-06-03,165.30392476553584,2016-06-08,Train vs Synth,No Weather,Consecutive
2001-06-04,115.64359031217349,2019-06-02,Train vs Synth,No Weather,Consecutive
2001-06-05,128.14056725712774,2007-06-15,Train vs Synth,No Weather,Consecutive
2001-06-06,97.6164709089739,1999-06-02,Train vs Synth,No Weather,Consecutive
2001-06-07,122.1266369283612,2015-06-08,Train vs Synth,No Weather,Consecutive
2001-06-12,95.21434184210051,2009-06-16,Train vs Synth,No Weather,Consecutive
2001-06-13,128.06709937086495,2004-06-19,Train vs Synth,No Weather,Consecutive
2001-06-14,211.4855613937373,2017-06-10,Train vs Synth,No Weather,Consecutive
2001-06-15,154.37535070939487,2012-06-20,Train vs Synth,No Weather,Consecutive
2001-06-16,87.35090496990556,2017-06-07,Train vs Synth,No Weather,Consecutive
2001-06-17,161.6485824743158,2019-06-16,Train vs Synth,No Weather,Consecutive
2001-06-18,87.77679645825147,2019-06-21,Train vs Synth,No Weather,Consecutive
2001-06-19,93.91460191546717,2019-06-16,Train vs Synth,No Weather,Consecutive
2001-06-20,125.91390997186149,2003-06-06,Train vs Synth,No Weather,Consecutive
2001-06-21,183.21273986399964,2008-06-09,Train vs Synth,No Weather,Consecutive
2002-06-01,96.24555046533642,2019-06-09,Train vs Synth,No Weather,Consecutive
2002-06-02,88.41305291974436,2013-06-09,Train vs Synth,No Weather,Consecutive
2002-06-03,105.47469654481182,2017-06-01,Train vs Synth,No Weather,Consecutive
2002-06-04,177.41457931142745,2012-06-16,Train vs Synth,No Weather,Consecutive
2002-06-05,117.87419393099019,2013-06-01,Train vs Synth,No Weather,Consecutive
2002-06-06,135.35265931108992,2006-06-20,Train vs Synth,No Weather,Consecutive
2002-06-07,82.12509893160883,2020-06-01,Train vs Synth,No Weather,Consecutive
2002-06-08,77.61570396969161,2014-06-07,Train vs Synth,No Weather,Consecutive
2002-06-09,97.95538905983433,2020-06-10,Train vs Synth,No Weather,Consecutive
2002-06-10,98.78405276094712,2004-06-05,Train vs Synth,No Weather,Consecutive
2002-06-11,101.29041459082661,2013-06-06,Train vs Synth,No Weather,Consecutive
2002-06-12,194.04159558965614,2015-06-17,Train vs Synth,No Weather,Consecutive
2002-06-13,207.52726217480597,2020-06-03,Train vs Synth,No Weather,Consecutive
2002-06-14,139.98208275010157,2008-06-09,Train vs Synth,No Weather,Consecutive
2002-06-15,132.77568393778705,2020-06-01,Train vs Synth,No Weather,Consecutive
2002-06-16,208.6074771014344,2006-06-20,Train vs Synth,No Weather,Consecutive
2002-06-17,113.60786446626953,2012-06-01,Train vs Synth,No Weather,Consecutive
2002-06-18,141.74407940027015,2010-06-10,Train vs Synth,No Weather,Consecutive
2002-06-19,94.86415137752525,2009-06-16,Train vs Synth,No Weather,Consecutive
2002-06-20,94.2190210756582,2003-06-17,Train vs Synth,No Weather,Consecutive
2002-06-21,83.09317755760276,2004-06-09,Train vs Synth,No Weather,Consecutive
2003-06-01,102.86884279480655,2000-06-10,Train vs Synth,No Weather,Consecutive
