date,min_distance,closest_date,comparison,generator,synth_type
2002-06-09,96.94800694161125,2003-06-07,Train vs Synth,Embedded,Independent
2002-06-10,96.4588279857216,2005-06-19,Train vs Synth,Embedded,Independent
2002-06-11,97.57275460432038,2019-06-14,Train vs Synth,Embedded,Independent
2002-06-12,185.05644363258463,2016-06-07,Train vs Synth,Embedded,Independent
2002-06-13,202.18380519604915,2019-06-09,Train vs Synth,Embedded,Independent
2002-06-14,121.25514888722928,2011-06-12,Train vs Synth,Embedded,Independent
2002-06-15,130.41160595755255,2012-06-20,Train vs Synth,Embedded,Independent
2002-06-16,186.67970907201448,2004-06-08,Train vs Synth,Embedded,Independent
2002-06-17,121.5326409925838,2011-06-08,Train vs Synth,Embedded,Independent
2002-06-18,141.95906840549617,2010-06-05,Train vs Synth,Embedded,Independent
2002-06-19,100.30988945099585,2003-06-07,Train vs Synth,Embedded,Independent
2002-06-20,100.88813211995412,2012-06-02,Train vs Synth,Embedded,Independent
2002-06-21,84.55116596874464,2012-06-02,Train vs Synth,Embedded,Independent
2003-06-01,118.79833706624237,2004-06-08,Train vs Synth,Embedded,Independent
2003-06-02,175.09247879960947,2013-06-05,Train vs Synth,Embedded,Independent
2003-06-03,120.17495303469666,2009-06-02,Train vs Synth,Embedded,Independent
2003-06-04,96.13610240484745,2005-06-13,Train vs Synth,Embedded,Independent
2003-06-05,94.42513339696697,2005-06-14,Train vs Synth,Embedded,Independent
2003-06-06,151.7096607220487,2011-06-12,Train vs Synth,Embedded,Independent
2003-06-07,131.23397602190514,2011-06-12,Train vs Synth,Embedded,Independent
2003-06-08,146.0342349805419,2000-06-09,Train vs Synth,Embedded,Independent
2003-06-09,120.63456862448592,2019-06-17,Train vs Synth,Embedded,Independent
2003-06-10,113.59704349439555,2008-06-08,Train vs Synth,Embedded,Independent
2003-06-11,123.68777445716901,2000-06-07,Train vs Synth,Embedded,Independent
2003-06-12,160.6434784438984,2016-06-15,Train vs Synth,Embedded,Independent
2003-06-13,96.79236907360584,2010-06-10,Train vs Synth,Embedded,Independent
2003-06-14,157.44648107442032,2020-06-05,Train vs Synth,Embedded,Independent
2003-06-15,123.76850122573276,2009-06-04,Train vs Synth,Embedded,Independent
2003-06-16,107.45476494726717,2005-06-14,Train vs Synth,Embedded,Independent
2003-06-17,108.68991175338626,2001-06-04,Train vs Synth,Embedded,Independent
2003-06-18,92.39069160020838,2015-06-10,Train vs Synth,Embedded,Independent
2003-06-19,129.9577979569046,2014-06-11,Train vs Synth,Embedded,Independent
2003-06-20,129.4324318414088,2015-06-17,Train vs Synth,Embedded,Independent
2003-06-21,128.42263466440502,1999-06-16,Train vs Synth,Embedded,Independent
2004-06-01,135.77864470490832,2019-06-13,Train vs Synth,Embedded,Independent
2004-06-02,165.07686241282033,2008-06-15,Train vs Synth,Embedded,Independent
2004-06-03,119.57492547098117,2020-06-05,Train vs Synth,Embedded,Independent
2004-06-04,118.02008458367355,2014-06-19,Train vs Synth,Embedded,Independent
2004-06-05,137.96008640411543,2008-06-02,Train vs Synth,Embedded,Independent
2004-06-06,119.49337881013705,2017-06-19,Train vs Synth,Embedded,Independent
2004-06-07,104.35658040780214,2014-06-18,Train vs Synth,Embedded,Independent
2004-06-08,105.83670779724605,2002-06-11,Train vs Synth,Embedded,Independent
2004-06-09,96.71121274145196,2014-06-18,Train vs Synth,Embedded,Independent
2004-06-10,100.67245992029666,2000-06-16,Train vs Synth,Embedded,Independent
2004-06-11,132.91019890834215,1999-06-09,Train vs Synth,Embedded,Independent
2004-06-12,98.40911277002334,2003-06-19,Train vs Synth,Embedded,Independent
2004-06-13,179.61794481691805,2016-06-07,Train vs Synth,Embedded,Independent
2004-06-14,93.74515171220204,2007-06-05,Train vs Synth,Embedded,Independent
2004-06-15,164.49065767515867,2018-06-11,Train vs Synth,Embedded,Independent
2004-06-16,99.15448142528467,2017-06-08,Train vs Synth,Embedded,Independent
2004-06-17,147.0859259070999,2016-06-15,Train vs Synth,Embedded,Independent
2004-06-18,165.52166226035385,2010-06-15,Train vs Synth,Embedded,Independent
2004-06-19,138.86284072999914,2020-06-11,Train vs Synth,Embedded,Independent
2004-06-20,145.42908869902996,2005-06-14,Train vs Synth,Embedded,Independent
2004-06-21,165.68150754491398,2019-06-05,Train vs Synth,Embedded,Independent
2005-06-01,110.7858983963731,2016-06-02,Train vs Synth,Embedded,Independent
2005-06-02,98.97597438487624,2013-06-15,Train vs Synth,Embedded,Independent
2005-06-03,165.25087667475364,2003-06-16,Train vs Synth,Embedded,Independent
2005-06-04,150.6743699564788,2005-06-20,Train vs Synth,Embedded,Independent
2005-06-05,154.28274647967388,2016-06-15,Train vs Synth,Embedded,Independent
2005-06-06,108.31900755188335,2017-06-15,Train vs Synth,Embedded,Independent
2005-06-07,108.4394829661313,1999-06-16,Train vs Synth,Embedded,Independent
2005-06-08,126.41085592992026,2002-06-12,Train vs Synth,Embedded,Independent
2005-06-09,235.1041158814424,2003-06-14,Train vs Synth,Embedded,Independent
2005-06-10,188.20331019659528,2008-06-16,Train vs Synth,Embedded,Independent
2005-06-13,180.08268925047682,2010-06-06,Train vs Synth,Embedded,Independent
2005-06-14,132.37748066124183,2000-06-09,Train vs Synth,Embedded,Independent
2005-06-15,122.61547958281886,2009-06-21,Train vs Synth,Embedded,Independent
2005-06-16,146.36246078032582,2010-06-03,Train vs Synth,Embedded,Independent
2005-06-17,167.38866508593412,2007-06-13,Train vs Synth,Embedded,Independent
2005-06-18,125.00074389744768,2013-06-15,Train vs Synth,Embedded,Independent
2005-06-19,96.87320209102958,2003-06-14,Train vs Synth,Embedded,Independent
2005-06-20,78.33038832008539,2007-06-08,Train vs Synth,Embedded,Independent
2005-06-21,88.31023409313674,2002-06-21,Train vs Synth,Embedded,Independent
2006-06-01,134.67619807960455,2010-06-15,Train vs Synth,Embedded,Independent
2006-06-02,111.42997733216826,2016-06-02,Train vs Synth,Embedded,Independent
2006-06-03,97.00965527081445,2007-06-08,Train vs Synth,Embedded,Independent
2006-06-04,94.87298046122964,2002-06-01,Train vs Synth,Embedded,Independent
2006-06-05,116.92876419040589,2003-06-14,Train vs Synth,Embedded,Independent
2006-06-06,161.60279340124862,2012-06-17,Train vs Synth,Embedded,Independent
2006-06-07,95.4510061453181,2014-06-21,Train vs Synth,Embedded,Independent
2006-06-08,83.65937259303215,2015-06-14,Train vs Synth,Embedded,Independent
2006-06-09,83.50144189414796,2008-06-09,Train vs Synth,Embedded,Independent
2006-06-10,116.4671878701561,2018-06-01,Train vs Synth,Embedded,Independent
2006-06-11,129.3750792220097,2011-06-20,Train vs Synth,Embedded,Independent
2006-06-12,188.16853924083523,2009-06-02,Train vs Synth,Embedded,Independent
2006-06-13,103.81530989353014,2020-06-05,Train vs Synth,Embedded,Independent
2006-06-14,90.55658395356542,2013-06-15,Train vs Synth,Embedded,Independent
2006-06-15,95.41823201202911,2010-06-05,Train vs Synth,Embedded,Independent
2006-06-16,111.4466463075815,2003-06-07,Train vs Synth,Embedded,Independent
2006-06-17,186.54185170598188,2017-06-14,Train vs Synth,Embedded,Independent
2006-06-18,148.6854821997249,2019-06-13,Train vs Synth,Embedded,Independent
2006-06-19,122.52826878810207,1999-06-15,Train vs Synth,Embedded,Independent
2006-06-20,95.82377561900437,2006-06-20,Train vs Synth,Embedded,Independent
2006-06-21,112.23378585838016,2000-06-16,Train vs Synth,Embedded,Independent
2007-06-01,175.8961234366302,2018-06-10,Train vs Synth,Embedded,Independent
2007-06-02,134.7928094425732,2015-06-10,Train vs Synth,Embedded,Independent
2007-06-03,126.55936591964978,2000-06-09,Train vs Synth,Embedded,Independent
2007-06-04,123.07679474447764,2009-06-18,Train vs Synth,Embedded,Independent
2007-06-05,145.9763226851966,2009-06-21,Train vs Synth,Embedded,Independent
2007-06-06,125.58461567503964,2006-06-17,Train vs Synth,Embedded,Independent
2007-06-07,207.50866589894576,2007-06-03,Train vs Synth,Embedded,Independent
2007-06-08,181.02184350570127,2009-06-04,Train vs Synth,Embedded,Independent
2007-06-09,93.40548841932264,2000-06-07,Train vs Synth,Embedded,Independent
2007-06-10,137.40492374268266,2019-06-21,Train vs Synth,Embedded,Independent
2007-06-11,101.15548324203314,2007-06-13,Train vs Synth,Embedded,Independent
2007-06-12,96.2500013777148,2002-06-09,Train vs Synth,Embedded,Independent
2007-06-13,171.70269110595535,2001-06-02,Train vs Synth,Embedded,Independent
2007-06-14,137.7838854556649,2005-06-14,Train vs Synth,Embedded,Independent
2007-06-15,125.2103252355706,2014-06-21,Train vs Synth,Embedded,Independent
2007-06-16,93.6014392994948,2005-06-14,Train vs Synth,Embedded,Independent
2007-06-17,94.90065782894766,2016-06-18,Train vs Synth,Embedded,Independent
2007-06-18,88.86290540830443,2014-06-09,Train vs Synth,Embedded,Independent
2007-06-19,106.1365168974182,2014-06-21,Train vs Synth,Embedded,Independent
2007-06-20,150.66216490120945,1998-06-13,Train vs Synth,Embedded,Independent
2007-06-21,98.52980695358036,2008-06-05,Train vs Synth,Embedded,Independent
2008-06-01,148.2378669484567,2000-06-18,Train vs Synth,Embedded,Independent
2008-06-02,139.03845195788077,2000-06-16,Train vs Synth,Embedded,Independent
2008-06-03,132.40867527852853,2009-06-14,Train vs Synth,Embedded,Independent
2008-06-04,165.4500441919073,2003-06-08,Train vs Synth,Embedded,Independent
2008-06-05,181.11330708640037,2004-06-07,Train vs Synth,Embedded,Independent
2008-06-06,192.46244457358006,1998-06-21,Train vs Synth,Embedded,Independent
2008-06-07,97.28252057815338,2004-06-07,Train vs Synth,Embedded,Independent
2008-06-08,121.39778043028291,1999-06-09,Train vs Synth,Embedded,Independent
2008-06-09,209.42752150845658,2009-06-21,Train vs Synth,Embedded,Independent
2008-06-10,100.7639860620184,2012-06-02,Train vs Synth,Embedded,Independent
2008-06-11,141.61936668510336,2002-06-11,Train vs Synth,Embedded,Independent
2008-06-12,139.72224501159084,1999-06-11,Train vs Synth,Embedded,Independent
2008-06-13,183.5913624030611,2004-06-03,Train vs Synth,Embedded,Independent
2008-06-14,98.1144569754739,2008-06-05,Train vs Synth,Embedded,Independent
2008-06-15,103.48995354086134,2011-06-10,Train vs Synth,Embedded,Independent
2008-06-16,195.41185158301508,2008-06-15,Train vs Synth,Embedded,Independent
2008-06-17,137.44503465700663,2005-06-14,Train vs Synth,Embedded,Independent
2008-06-18,163.03049176279606,2014-06-19,Train vs Synth,Embedded,Independent
2008-06-19,135.78655608605627,2010-06-06,Train vs Synth,Embedded,Independent
2008-06-20,119.96650360305347,2001-06-04,Train vs Synth,Embedded,Independent
2008-06-21,109.58075374531833,2020-06-08,Train vs Synth,Embedded,Independent
2009-06-01,84.1766958276591,2013-06-17,Train vs Synth,Embedded,Independent
2009-06-02,106.66092575217667,2017-06-14,Train vs Synth,Embedded,Independent
2009-06-03,161.22589266999375,2010-06-10,Train vs Synth,Embedded,Independent
2009-06-04,109.13990015659392,2006-06-18,Train vs Synth,Embedded,Independent
2009-06-05,102.64174475250054,2012-06-08,Train vs Synth,Embedded,Independent
2009-06-06,116.1486335902616,2007-06-03,Train vs Synth,Embedded,Independent
2009-06-07,139.06281401508338,1999-06-11,Train vs Synth,Embedded,Independent
2009-06-08,160.81475398637232,2010-06-15,Train vs Synth,Embedded,Independent
2009-06-09,130.8348893798262,2007-06-14,Train vs Synth,Embedded,Independent
2009-06-10,146.67995700687757,2012-06-12,Train vs Synth,Embedded,Independent
2009-06-11,98.2899962721654,2015-06-10,Train vs Synth,Embedded,Independent
2009-06-12,123.88632571567325,2020-06-05,Train vs Synth,Embedded,Independent
2009-06-13,126.82924354943727,2005-06-14,Train vs Synth,Embedded,Independent
2009-06-14,153.07176719774944,2017-06-05,Train vs Synth,Embedded,Independent
2009-06-15,125.08625530812844,1998-06-04,Train vs Synth,Embedded,Independent
2009-06-16,132.84456265298994,2018-06-11,Train vs Synth,Embedded,Independent
2009-06-17,100.02956430046369,2019-06-14,Train vs Synth,Embedded,Independent
2009-06-18,102.20508702952684,2002-06-12,Train vs Synth,Embedded,Independent
2009-06-19,150.78261010694789,2009-06-09,Train vs Synth,Embedded,Independent
2009-06-20,135.4417299498013,1998-06-07,Train vs Synth,Embedded,Independent
2009-06-21,107.7725097100906,2002-06-12,Train vs Synth,Embedded,Independent
2010-06-01,96.25479328227894,2003-06-08,Train vs Synth,Embedded,Independent
2010-06-02,123.04269104502366,2014-06-15,Train vs Synth,Embedded,Independent
2010-06-03,126.2649513663839,2007-06-16,Train vs Synth,Embedded,Independent
2010-06-04,78.41011991412309,2008-06-02,Train vs Synth,Embedded,Independent
2010-06-05,82.15133767606615,2006-06-14,Train vs Synth,Embedded,Independent
2010-06-06,159.1167885357136,2005-06-14,Train vs Synth,Embedded,Independent
2010-06-07,150.79994025293283,2004-06-18,Train vs Synth,Embedded,Independent
2010-06-08,91.82644294120243,1998-06-14,Train vs Synth,Embedded,Independent
2010-06-09,161.93916483100938,2000-06-03,Train vs Synth,Embedded,Independent
2010-06-10,94.43142361024763,2013-06-15,Train vs Synth,Embedded,Independent
2010-06-11,108.60600990541303,2003-06-07,Train vs Synth,Embedded,Independent
2010-06-12,83.71806196649253,2012-06-10,Train vs Synth,Embedded,Independent
2010-06-13,139.64296208847236,2002-06-01,Train vs Synth,Embedded,Independent
2010-06-14,180.74251688050896,2005-06-13,Train vs Synth,Embedded,Independent
2010-06-15,158.15708303843428,2014-06-11,Train vs Synth,Embedded,Independent
2010-06-16,105.691558966802,2011-06-10,Train vs Synth,Embedded,Independent
2010-06-17,102.42391871951911,2018-06-06,Train vs Synth,Embedded,Independent
2010-06-18,92.99356677207442,2002-06-12,Train vs Synth,Embedded,Independent
2010-06-19,92.02331620357336,2006-06-14,Train vs Synth,Embedded,Independent
2010-06-20,91.16850588117507,2012-06-02,Train vs Synth,Embedded,Independent
2010-06-21,79.8686558354416,2000-06-16,Train vs Synth,Embedded,Independent
2011-06-01,95.07793358771968,2010-06-13,Train vs Synth,Embedded,Independent
2011-06-02,107.53844985753514,2003-06-07,Train vs Synth,Embedded,Independent
2011-06-03,108.47395774646832,2002-06-12,Train vs Synth,Embedded,Independent
2011-06-04,116.23044717746923,2009-06-09,Train vs Synth,Embedded,Independent
2011-06-05,104.55863380031467,2015-06-08,Train vs Synth,Embedded,Independent
2011-06-06,99.28947875220818,2008-06-08,Train vs Synth,Embedded,Independent
2011-06-07,93.44939804539364,2017-06-17,Train vs Synth,Embedded,Independent
2011-06-08,103.88921139265372,2019-06-14,Train vs Synth,Embedded,Independent
2011-06-09,129.18253178114685,2003-06-10,Train vs Synth,Embedded,Independent
2011-06-10,182.79151749360247,2010-06-20,Train vs Synth,Embedded,Independent
2011-06-11,164.05617138572924,2000-06-12,Train vs Synth,Embedded,Independent
2011-06-12,194.10993313158457,2015-06-21,Train vs Synth,Embedded,Independent
2011-06-13,114.33213567952738,2003-06-07,Train vs Synth,Embedded,Independent
2011-06-14,164.7403998745955,2009-06-17,Train vs Synth,Embedded,Independent
2011-06-15,141.8599307841555,2002-06-07,Train vs Synth,Embedded,Independent
2011-06-18,164.6253576258022,2002-06-10,Train vs Synth,Embedded,Independent
2011-06-19,175.1884571960479,2010-06-13,Train vs Synth,Embedded,Independent
2011-06-20,175.3942044175489,2004-06-07,Train vs Synth,Embedded,Independent
2011-06-21,215.94845025226337,2000-06-04,Train vs Synth,Embedded,Independent
2012-06-01,115.01296109465068,2004-06-08,Train vs Synth,Embedded,Independent
2012-06-02,99.62389901641464,2007-06-08,Train vs Synth,Embedded,Independent
2012-06-03,146.48648523980057,2016-06-15,Train vs Synth,Embedded,Independent
2012-06-04,131.31845730230316,2014-06-11,Train vs Synth,Embedded,Independent
2012-06-05,129.15388561704137,2005-06-14,Train vs Synth,Embedded,Independent
2012-06-06,135.38523714142377,2010-06-13,Train vs Synth,Embedded,Independent
2012-06-07,119.43274117904133,2008-06-05,Train vs Synth,Embedded,Independent
2012-06-08,102.96155593776744,2016-06-02,Train vs Synth,Embedded,Independent
2012-06-09,92.74579168855827,2000-06-16,Train vs Synth,Embedded,Independent
2012-06-10,109.56519834682106,2005-06-19,Train vs Synth,Embedded,Independent
2012-06-11,168.39609042332611,2014-06-17,Train vs Synth,Embedded,Independent
2012-06-12,151.41341026350528,2020-06-11,Train vs Synth,Embedded,Independent
2012-06-13,104.22078885498068,2013-06-15,Train vs Synth,Embedded,Independent
2012-06-14,103.07184302715348,2014-06-18,Train vs Synth,Embedded,Independent
2012-06-15,219.68987903195443,2017-06-04,Train vs Synth,Embedded,Independent
2012-06-16,146.67355990818606,2008-06-02,Train vs Synth,Embedded,Independent
2012-06-17,108.90047640017036,2012-06-20,Train vs Synth,Embedded,Independent
2012-06-18,98.754896963237,2017-06-17,Train vs Synth,Embedded,Independent
2012-06-19,110.96791286451283,2017-06-17,Train vs Synth,Embedded,Independent
2012-06-20,102.023584341812,2002-06-11,Train vs Synth,Embedded,Independent
2012-06-21,140.65562282409968,2015-06-02,Train vs Synth,Embedded,Independent
2013-06-01,124.63835153585983,2011-06-12,Train vs Synth,Embedded,Independent
2013-06-02,114.93411534422148,2006-06-18,Train vs Synth,Embedded,Independent
2013-06-03,79.00913578584452,2013-06-15,Train vs Synth,Embedded,Independent
2013-06-04,161.98166371253222,2016-06-18,Train vs Synth,Embedded,Independent
2013-06-05,183.40094965034757,2013-06-04,Train vs Synth,Embedded,Independent
2013-06-06,123.34504572717526,2006-06-18,Train vs Synth,Embedded,Independent
2013-06-07,123.14952421677897,2016-06-02,Train vs Synth,Embedded,Independent
2013-06-08,94.60657155138618,2000-06-16,Train vs Synth,Embedded,Independent
2013-06-09,140.7866939836573,1998-06-03,Train vs Synth,Embedded,Independent
2013-06-10,117.09692104189209,2018-06-19,Train vs Synth,Embedded,Independent
2013-06-11,110.50407530474963,2014-06-12,Train vs Synth,Embedded,Independent
2013-06-12,134.96475765827262,2002-06-12,Train vs Synth,Embedded,Independent
2013-06-13,154.8502802702837,2001-06-14,Train vs Synth,Embedded,Independent
2013-06-14,104.5880497207317,1999-06-04,Train vs Synth,Embedded,Independent
2013-06-15,111.92963838909179,1998-06-07,Train vs Synth,Embedded,Independent
2013-06-16,130.39031652692364,2005-06-07,Train vs Synth,Embedded,Independent
2013-06-17,147.79904891587262,2014-06-21,Train vs Synth,Embedded,Independent
2013-06-18,104.02459108757738,2016-06-02,Train vs Synth,Embedded,Independent
2013-06-19,85.81825061252452,2013-06-15,Train vs Synth,Embedded,Independent
2013-06-20,95.84848620438878,2003-06-07,Train vs Synth,Embedded,Independent
2013-06-21,94.85027812095159,2003-06-07,Train vs Synth,Embedded,Independent
2014-06-01,102.85676056804925,2000-06-16,Train vs Synth,Embedded,Independent
2014-06-02,163.09029068139122,2007-06-11,Train vs Synth,Embedded,Independent
2014-06-03,113.96157266044526,2008-06-09,Train vs Synth,Embedded,Independent
2014-06-04,120.05166029817603,2008-06-20,Train vs Synth,Embedded,Independent
2014-06-05,143.72486857652603,2003-06-17,Train vs Synth,Embedded,Independent
2014-06-06,159.86524050466923,2016-06-11,Train vs Synth,Embedded,Independent
2014-06-07,198.1334030063346,2020-06-08,Train vs Synth,Embedded,Independent
2014-06-08,130.36998297462245,2020-06-11,Train vs Synth,Embedded,Independent
2014-06-09,161.42597742512604,2014-06-02,Train vs Synth,Embedded,Independent
2014-06-10,128.11635121109762,2005-06-17,Train vs Synth,Embedded,Independent
2014-06-11,110.52126686743604,2013-06-15,Train vs Synth,Embedded,Independent
2014-06-12,176.69536185126978,2010-06-15,Train vs Synth,Embedded,Independent
2014-06-13,114.60261199432544,2015-06-14,Train vs Synth,Embedded,Independent
2014-06-14,114.77241202283908,2003-06-07,Train vs Synth,Embedded,Independent
2014-06-15,179.31368556385073,2011-06-20,Train vs Synth,Embedded,Independent
2014-06-16,122.39145110394213,2003-06-05,Train vs Synth,Embedded,Independent
2014-06-17,115.7308143907556,1999-06-09,Train vs Synth,Embedded,Independent
2014-06-18,96.19349054405225,2017-06-17,Train vs Synth,Embedded,Independent
2014-06-19,128.36435530599627,2008-06-08,Train vs Synth,Embedded,Independent
2014-06-20,104.95009660842096,2014-06-01,Train vs Synth,Embedded,Independent
2014-06-21,97.91355405201959,2015-06-08,Train vs Synth,Embedded,Independent
2015-06-01,93.26739845300015,2007-06-13,Train vs Synth,Embedded,Independent
2015-06-02,89.22333868182353,2013-06-15,Train vs Synth,Embedded,Independent
2015-06-03,90.22327914169678,2014-06-18,Train vs Synth,Embedded,Independent
2015-06-04,84.84536485426054,2002-06-09,Train vs Synth,Embedded,Independent
2015-06-05,111.37641142484829,2018-06-11,Train vs Synth,Embedded,Independent
2015-06-06,92.08215094946465,1999-06-16,Train vs Synth,Embedded,Independent
2015-06-07,107.50054228046345,2015-06-08,Train vs Synth,Embedded,Independent
2015-06-08,166.02029217038628,2019-06-13,Train vs Synth,Embedded,Independent
2015-06-09,98.50720304555354,2017-06-08,Train vs Synth,Embedded,Independent
2015-06-10,101.13693533298961,2007-06-05,Train vs Synth,Embedded,Independent
2015-06-11,101.96798118661927,2000-06-16,Train vs Synth,Embedded,Independent
2015-06-12,182.58364729872517,2003-06-09,Train vs Synth,Embedded,Independent
2015-06-13,125.68566966453353,2016-06-11,Train vs Synth,Embedded,Independent
2015-06-14,80.7248195252888,2000-06-16,Train vs Synth,Embedded,Independent
2015-06-15,125.16740546620446,2014-06-15,Train vs Synth,Embedded,Independent
2015-06-16,107.79594636363282,2008-06-03,Train vs Synth,Embedded,Independent
2015-06-17,78.01129588690625,2007-06-08,Train vs Synth,Embedded,Independent
2015-06-18,118.95869600671179,2011-06-12,Train vs Synth,Embedded,Independent
2015-06-19,105.1329469878407,2016-06-02,Train vs Synth,Embedded,Independent
2015-06-20,86.18850892359188,2001-06-03,Train vs Synth,Embedded,Independent
2015-06-21,97.09377512439582,2007-06-05,Train vs Synth,Embedded,Independent
2016-06-01,130.18019847233867,2005-06-14,Train vs Synth,Embedded,Independent
2016-06-02,139.00162813104026,2013-06-21,Train vs Synth,Embedded,Independent
2016-06-03,94.45259097894848,2016-06-02,Train vs Synth,Embedded,Independent
2016-06-04,149.01942755254584,2011-06-12,Train vs Synth,Embedded,Independent
2016-06-05,128.40364109720025,2009-06-04,Train vs Synth,Embedded,Independent
2016-06-06,119.6253174221334,2003-06-03,Train vs Synth,Embedded,Independent
2016-06-07,116.694441454955,2004-06-18,Train vs Synth,Embedded,Independent
2016-06-08,89.90941765834924,2003-06-08,Train vs Synth,Embedded,Independent
2016-06-09,93.07456548823595,2006-06-14,Train vs Synth,Embedded,Independent
2016-06-10,85.95099685729538,2006-06-14,Train vs Synth,Embedded,Independent
2016-06-11,93.77858903228994,2002-06-09,Train vs Synth,Embedded,Independent
2016-06-12,107.52834625697615,2010-06-03,Train vs Synth,Embedded,Independent
2016-06-13,97.49872113377907,2001-06-18,Train vs Synth,Embedded,Independent
2016-06-14,141.6631580266705,2017-06-15,Train vs Synth,Embedded,Independent
2016-06-15,108.58476538264755,2018-06-19,Train vs Synth,Embedded,Independent
2016-06-16,136.87722359572282,2008-06-02,Train vs Synth,Embedded,Independent
2016-06-17,86.99503493879217,2011-06-10,Train vs Synth,Embedded,Independent
2016-06-18,173.95425971207777,2004-06-03,Train vs Synth,Embedded,Independent
2016-06-19,104.50776627220237,2013-06-15,Train vs Synth,Embedded,Independent
2016-06-20,89.83785243886909,2007-06-08,Train vs Synth,Embedded,Independent
2016-06-21,119.86784147184328,2018-06-19,Train vs Synth,Embedded,Independent
2017-06-01,133.14625737436305,2007-06-11,Train vs Synth,Embedded,Independent
2017-06-02,86.08198784799072,2005-06-21,Train vs Synth,Embedded,Independent
2017-06-03,150.06239876262396,2016-06-02,Train vs Synth,Embedded,Independent
2017-06-04,111.21216662712281,2000-06-12,Train vs Synth,Embedded,Independent
2017-06-05,109.17869540094547,2010-06-10,Train vs Synth,Embedded,Independent
2017-06-06,112.25902191064756,2006-06-18,Train vs Synth,Embedded,Independent
2017-06-07,124.13704169105316,2005-06-14,Train vs Synth,Embedded,Independent
2017-06-08,82.85444450657377,2005-06-13,Train vs Synth,Embedded,Independent
2017-06-09,86.03327774867236,2013-06-15,Train vs Synth,Embedded,Independent
2017-06-10,96.25714686445909,2003-06-07,Train vs Synth,Embedded,Independent
2017-06-11,96.32124049479211,2017-06-17,Train vs Synth,Embedded,Independent
2017-06-12,105.44364936632059,2010-06-05,Train vs Synth,Embedded,Independent
2017-06-13,100.31994340663574,2005-06-06,Train vs Synth,Embedded,Independent
2017-06-14,132.3628889349534,2007-06-03,Train vs Synth,Embedded,Independent
2017-06-15,109.9377835203088,2018-06-19,Train vs Synth,Embedded,Independent
2017-06-16,158.03885900632037,2017-06-09,Train vs Synth,Embedded,Independent
2017-06-17,92.20816850348038,2012-06-02,Train vs Synth,Embedded,Independent
2017-06-18,168.82376222067379,2006-06-11,Train vs Synth,Embedded,Independent
2017-06-19,78.70895698590115,2004-06-18,Train vs Synth,Embedded,Independent
2017-06-20,99.21887040179313,2015-06-12,Train vs Synth,Embedded,Independent
2017-06-21,95.07280041106436,2008-06-09,Train vs Synth,Embedded,Independent
2018-06-01,79.27642425151015,2013-06-15,Train vs Synth,Embedded,Independent
2018-06-02,201.5569907025865,2014-06-17,Train vs Synth,Embedded,Independent
2018-06-03,108.75960232507401,2000-06-12,Train vs Synth,Embedded,Independent
2018-06-04,104.08908918431605,2013-06-15,Train vs Synth,Embedded,Independent
2018-06-05,80.23051255180793,2011-06-10,Train vs Synth,Embedded,Independent
2018-06-06,84.15317963809066,2005-06-21,Train vs Synth,Embedded,Independent
2018-06-07,177.06626071581454,2012-06-15,Train vs Synth,Embedded,Independent
2018-06-08,86.73917382962702,2008-06-05,Train vs Synth,Embedded,Independent
2018-06-09,84.50150490734248,2000-06-16,Train vs Synth,Embedded,Independent
2018-06-10,83.11953414427285,2012-06-10,Train vs Synth,Embedded,Independent
2018-06-11,92.72804919392556,2012-06-10,Train vs Synth,Embedded,Independent
2018-06-12,140.63061063409796,2019-06-12,Train vs Synth,Embedded,Independent
2018-06-13,112.60070101704738,2007-06-08,Train vs Synth,Embedded,Independent
2018-06-14,97.15519758782334,2008-06-09,Train vs Synth,Embedded,Independent
2018-06-15,87.77646533533955,2012-06-10,Train vs Synth,Embedded,Independent
2018-06-16,83.78323935552702,2012-06-10,Train vs Synth,Embedded,Independent
2018-06-17,96.21195204021687,2010-06-05,Train vs Synth,Embedded,Independent
2018-06-18,92.2550690563752,2012-06-10,Train vs Synth,Embedded,Independent
2018-06-19,92.3196354076264,2006-06-14,Train vs Synth,Embedded,Independent
2018-06-20,132.99130036219842,2015-06-02,Train vs Synth,Embedded,Independent
2019-06-01,111.47873685354115,2014-06-15,Train vs Synth,Embedded,Independent
2019-06-02,110.06200785335777,1998-06-13,Train vs Synth,Embedded,Independent
2019-06-03,93.18003470913548,2008-06-05,Train vs Synth,Embedded,Independent
2019-06-04,154.63236835833945,2014-06-01,Train vs Synth,Embedded,Independent
2019-06-05,113.80729768745347,2017-06-08,Train vs Synth,Embedded,Independent
2019-06-06,154.9728360484258,2015-06-10,Train vs Synth,Embedded,Independent
2019-06-07,95.80281353373479,2008-06-03,Train vs Synth,Embedded,Independent
2019-06-08,107.05102571673451,2009-06-21,Train vs Synth,Embedded,Independent
2019-06-09,179.4352077549474,2011-06-12,Train vs Synth,Embedded,Independent
2019-06-10,118.72288149397484,2006-06-18,Train vs Synth,Embedded,Independent
2019-06-11,92.30715328763195,2013-06-15,Train vs Synth,Embedded,Independent
2019-06-12,148.35168748154277,2013-06-01,Train vs Synth,Embedded,Independent
2019-06-13,133.49073829754693,2006-06-16,Train vs Synth,Embedded,Independent
2019-06-14,108.87816134512308,2003-06-07,Train vs Synth,Embedded,Independent
